#ID                             RA                DEC
UVUDF_16                 53.1645966 -27.83115894
HST3D_23358              53.1448810 -27.80059600
HST3D_23317              53.1704160 -27.80077900
HST3D_23967              53.1578180 -27.79749700
HST3D_23341              53.1726310 -27.80065700
HST3D_23352              53.1308640 -27.80060900
HST3D_23337              53.1655430 -27.80067900
HST3D_23799              53.1578270 -27.79909100
HST3D_23366              53.1283230 -27.80056000
HST3D_23392              53.1566840 -27.80051000
HST3D_23369              53.1534750 -27.80052300
HST3D_23362              53.1610440 -27.80059200
HST3D_23528              53.1276370 -27.79996300
HST3D_23434              53.1299290 -27.80033100
HST3D_23702              53.1659060 -27.79970900
HST3D_23386              53.1531370 -27.80045000
HST3D_23405              53.1605480 -27.80040300
HST3D_23413              53.1508920 -27.80049100
HST3D_23699              53.1376400 -27.79989200
HST3D_23395              53.1665410 -27.80040900
HST3D_23499              53.1600410 -27.80004100
HST3D_23545              53.1376790 -27.79975500
HST3D_23438              53.1355140 -27.80019700
HST3D_23583              53.1519220 -27.79982500
HST3D_23586              53.1355890 -27.79960400
HST3D_23470              53.1373840 -27.80009200
HST3D_23446              53.1364040 -27.80012200
HST3D_23502              53.1449360 -27.79987800
HST3D_23685              53.1294620 -27.79956700
HST3D_23503              53.1354040 -27.79992500
HST3D_23501              53.1591440 -27.79995500
HST3D_23437              53.1537320 -27.80018600
HST3D_23684              53.1296380 -27.79964200
HST3D_23681              53.1313290 -27.79951500
HST3D_23460              53.1299830 -27.80005100
HST3D_23456              53.1335290 -27.80007700
HST3D_23504              53.1430310 -27.79987500
HST3D_23473              53.1445850 -27.79995500
HST3D_23541              53.1461170 -27.79965000
HST3D_23938              53.1539650 -27.79903900
HST3D_23482              53.1435050 -27.79993000
HST3D_23485              53.1523280 -27.79992000
HST3D_23649              53.1599710 -27.79963700
HST3D_23906              53.1563310 -27.79896700
HST3D_23469              53.1549660 -27.79999800
HST3D_23605              53.1412110 -27.79957200
HST3D_23630              53.1352610 -27.79954600
HST3D_23490              53.1527900 -27.79989000
HST3D_23519              53.1416970 -27.79974800
HST3D_23505              53.1547740 -27.79982700
HST3D_23717              53.1542660 -27.79948400
HST3D_23512              53.1597460 -27.79980900
HST3D_23498              53.1675600 -27.79985100
HST3D_23816              53.1253400 -27.79917600
HST3D_23763              53.1575780 -27.79898500
HST3D_23650              53.1385530 -27.79945500
HST3D_23511              53.1589460 -27.79981000
HST3D_23651              53.1261690 -27.79954600
HST3D_23561              53.1456630 -27.79957200
HST3D_23754              53.1297650 -27.79912700
HST3D_23637              53.1610050 -27.79938400
HST3D_23623              53.1537790 -27.79947500
HST3D_23591              53.1305490 -27.79947800
HST3D_23543              53.1711430 -27.79962700
HST3D_23601              53.1309500 -27.79941000
HST3D_23594              53.1434080 -27.79943300
HST3D_23820              53.1583300 -27.79927400
HST3D_23575              53.1526300 -27.79953300
HST3D_23612              53.1445360 -27.79934300
HST3D_23826              53.1596320 -27.79898300
HST3D_23840              53.1610310 -27.79893400
HST3D_23762              53.1703950 -27.79897400
HST3D_23622              53.1535790 -27.79931800
HST3D_23638              53.1346810 -27.79925000
HST3D_23633              53.1546260 -27.79926600
HST3D_23686              53.1589400 -27.79917000
HST3D_23783              53.1455680 -27.79889400
HST3D_24325              53.1684040 -27.79787100
HST3D_23870              53.1582940 -27.79880000
HST3D_23679              53.1466750 -27.79906900
HST3D_23654              53.1532140 -27.79918700
HST3D_23819              53.1611100 -27.79879800
HST3D_23736              53.1699620 -27.79893500
HST3D_24018              53.1540940 -27.79844300
HST3D_23677              53.1423340 -27.79907200
HST3D_23852              53.1594320 -27.79877700
HST3D_23716              53.1353590 -27.79891300
HST3D_23775              53.1694280 -27.79873100
HST3D_24108              53.1357040 -27.79769900
HST3D_23731              53.1463980 -27.79884400
HST3D_23725              53.1399220 -27.79885700
HST3D_23884              53.1255220 -27.79851100
HST3D_23790              53.1439520 -27.79865100
HST3D_24587              53.1696810 -27.79701200
HST3D_23952              53.1598120 -27.79836100
HST3D_23710              53.1326560 -27.79894200
HST3D_23917              53.1290530 -27.79840600
HST3D_23730              53.1710920 -27.79884700
HST3D_23780              53.1463790 -27.79864600
HST3D_23751              53.1708390 -27.79874300
HST3D_24569              53.1587980 -27.79715300
HST3D_24162              53.1582260 -27.79840500
HST3D_23744              53.1367330 -27.79876000
HST3D_23750              53.1553080 -27.79874800
HST3D_23741              53.1471210 -27.79879800
HST3D_23755              53.1600750 -27.79873200
HST3D_23743              53.1255930 -27.79877500
HST3D_23778              53.1359880 -27.79864600
HST3D_24039              53.1469230 -27.79813600
HST3D_23813              53.1586600 -27.79855800
HST3D_23909              53.1661360 -27.79843800
HST3D_23782              53.1424040 -27.79862500
HST3D_23801              53.1445120 -27.79858300
HST3D_24763              53.1516100 -27.79642600
HST3D_24373              53.1704240 -27.79729500
HST3D_23946              53.1594100 -27.79814900
HST3D_23836              53.1611410 -27.79843000
HST3D_24293              53.1699360 -27.79729000
HST3D_23869              53.1346860 -27.79829500
HST3D_23848              53.1422960 -27.79836800
HST3D_23920              53.1525720 -27.79821200
HST3D_23927              53.1667140 -27.79816900
HST3D_23941              53.1300120 -27.79797800
HST3D_23979              53.1548290 -27.79828100
HST3D_23849              53.1727280 -27.79834800
HST3D_23879              53.1591810 -27.79820500
HST3D_23882              53.1429120 -27.79821000
HST3D_24022              53.1690590 -27.79787900
HST3D_23928              53.1696060 -27.79802800
HST3D_25054              53.1612910 -27.79547100
HST3D_23925              53.1660450 -27.79805700
HST3D_23981              53.1381000 -27.79796600
HST3D_23980              53.1328550 -27.79794900
HST3D_24034              53.1379550 -27.79777900
HST3D_23947              53.1666400 -27.79800800
HST3D_24061              53.1376280 -27.79761800
HST3D_23944              53.1286180 -27.79797400
HST3D_23943              53.1465180 -27.79798300
HST3D_23924              53.1584540 -27.79804400
HST3D_24133              53.1344640 -27.79755600
HST3D_23957              53.1470630 -27.79791500
HST3D_24048              53.1524970 -27.79769900
HST3D_24036              53.1386340 -27.79787000
HST3D_24355              53.1688060 -27.79694000
HST3D_23978              53.1638770 -27.79781200
HST3D_23953              53.1462500 -27.79790900
HST3D_24007              53.1614950 -27.79770800
HST3D_24003              53.1442460 -27.79772400
HST3D_23955              53.1625230 -27.79790300
HST3D_24120              53.1381170 -27.79742600
HST3D_24158              53.1346780 -27.79725300
HST3D_24196              53.1565200 -27.79726300
HST3D_24124              53.1552300 -27.79740800
HST3D_24267              53.1531940 -27.79709600
HST3D_24126              53.1620010 -27.79735200
HST3D_24015              53.1716480 -27.79766700
HST3D_24026              53.1618330 -27.79761000
HST3D_24063              53.1677130 -27.79751400
HST3D_24047              53.1689360 -27.79749700
HST3D_24089              53.1260890 -27.79733500
HST3D_24056              53.1546440 -27.79747300
HST3D_24055              53.1536910 -27.79747000
HST3D_24160              53.1567490 -27.79714100
HST3D_24093              53.1372920 -27.79730900
HST3D_24694              53.1607500 -27.79624000
HST3D_24083              53.1541400 -27.79735300
HST3D_24198              53.1527650 -27.79707300
HST3D_24179              53.1302160 -27.79699100
HST3D_24100              53.1353970 -27.79727000
HST3D_24113              53.1674500 -27.79723000
HST3D_24137              53.1504760 -27.79715800
HST3D_24184              53.1241460 -27.79697600
HST3D_24141              53.1467290 -27.79710100
HST3D_24164              53.1366790 -27.79700200
HST3D_24156              53.1464420 -27.79703000
HST3D_24803              53.1613220 -27.79579400
HST3D_24211              53.1476090 -27.79693200
HST3D_24212              53.1376130 -27.79681000
HST3D_24535              53.1609270 -27.79575500
HST3D_24353              53.1459280 -27.79652400
HST3D_24171              53.1470090 -27.79698100
HST3D_24402              53.1655920 -27.79622000
HST3D_24279              53.1548670 -27.79663600
HST3D_24329              53.1474070 -27.79655800
HST3D_24197              53.1371590 -27.79687300
HST3D_24423              53.1308000 -27.79619800
HST3D_24221              53.1442450 -27.79672100
HST3D_24245              53.1534040 -27.79666100
HST3D_24227              53.1538570 -27.79671700
HST3D_24222              53.1683680 -27.79673300
HST3D_24236              53.1600380 -27.79665200
HST3D_24356              53.1622850 -27.79627800
HST3D_24254              53.1307900 -27.79657400
HST3D_24248              53.1444840 -27.79658800
HST3D_24265              53.1612020 -27.79651800
HST3D_24242              53.1616200 -27.79663100
HST3D_24473              53.1224840 -27.79633300
HST3D_24290              53.1547180 -27.79645100
HST3D_24399              53.1474610 -27.79622000
HST3D_24395              53.1548420 -27.79618200
HST3D_24311              53.1505690 -27.79646500
HST3D_24303              53.1676230 -27.79636400
HST3D_24566              53.1504630 -27.79571700
HST3D_24628              53.1526790 -27.79563900
HST3D_24307              53.1251760 -27.79634100
HST3D_24302              53.1559510 -27.79636000
HST3D_24549              53.1483150 -27.79594400
HST3D_24313              53.1494960 -27.79630500
HST3D_24424              53.1473520 -27.79609100
HST3D_24324              53.1672180 -27.79626200
HST3D_24809              53.1607280 -27.79538000
HST3D_24619              53.1364090 -27.79552900
HST3D_24421              53.1477290 -27.79621800
HST3D_24350              53.1458850 -27.79622500
HST3D_24507              53.1372750 -27.79581300
HST3D_24357              53.1482630 -27.79609900
HST3D_24381              53.1490710 -27.79605900
HST3D_24339              53.1498600 -27.79616700
HST3D_24316              53.1577040 -27.79631700
HST3D_24309              53.1633970 -27.79632400
HST3D_24358              53.1523310 -27.79609800
HST3D_24377              53.1277580 -27.79598600
HST3D_24414              53.1225870 -27.79584300
HST3D_24349              53.1421260 -27.79612800
HST3D_24420              53.1365880 -27.79587800
HST3D_24369              53.1275390 -27.79604500
HST3D_24344              53.1669090 -27.79614100
HST3D_24375              53.1370100 -27.79597900
HST3D_25067              53.1692760 -27.79440800
HST3D_24434              53.1500280 -27.79571900
HST3D_24529              53.1662110 -27.79562200
HST3D_24583              53.1689420 -27.79553900
HST3D_24389              53.1493470 -27.79590000
HST3D_24412              53.1653990 -27.79581900
HST3D_24386              53.1508580 -27.79589100
HST3D_24851              53.1674720 -27.79518700
HST3D_24577              53.1459110 -27.79553000
HST3D_24499              53.1663590 -27.79560900
HST3D_24500              53.1469180 -27.79556100
HST3D_24543              53.1250700 -27.79540600
HST3D_24405              53.1489770 -27.79583900
HST3D_24614              53.1463620 -27.79539300
HST3D_24425              53.1685030 -27.79575100
HST3D_24630              53.1619100 -27.79527000
HST3D_24417              53.1669780 -27.79580800
HST3D_24460              53.1677330 -27.79563200
HST3D_24523              53.1635300 -27.79551300
HST3D_24649              53.1484340 -27.79526700
HST3D_24437              53.1273240 -27.79569800
HST3D_24572              53.1450590 -27.79539400
HST3D_24737              53.1270570 -27.79503300
HST3D_24650              53.1653740 -27.79525200
HST3D_24484              53.1452370 -27.79548200
HST3D_24526              53.1692720 -27.79542800
HST3D_24479              53.1351860 -27.79551400
HST3D_24490              53.1641940 -27.79542000
HST3D_24456              53.1246300 -27.79565900
HST3D_24546              53.1309650 -27.79532500
